"#id ","Name ","Location ","Written By ","Description ","Parsed Text ","Number of Pages ","Card ","Comments ","","aNewClue1","","","","","","","","","","","","","","",""
"","","","","","","","","","","bunkJounral5","about me and today is a good day because i  \n     know he cries \n    when he can't \nfind his book even     \n     thoE he is \n older. he is a crybaby","0.6363636364","","","","","","","","","","","","",""
"","","","","","","","","","","bunkJounral6","<b><size=1.5>Today is a good day</size></b> because today, my\nbrother returns from college and I get to finally\nreturn to him the book I took from him a long,\nlong time ago.\n\nHopefully you find it as hilarious as I do,\n   I honestly have no idea how we survived\n    sharing a room!\n\n          All things being said,                 \n      I wouldn't have it any other way,\n        I still would rather have had a sister, \n\n    Congrats on the diploma and welcome home! \n                            -Simon","1","","","","","","","","","","","","",""
"","","","","","","","","","","classLetter1","","","","","","","","","","","","","","",""
"","","","","","","","","","","classLetter2","Hannah,\n\nAfter a few false leads, I managed to track down one of the old textbooks from your list. The original compendium was in archival storage on a restricted floor of the campus library, to which I fortunately still have access. However, I’m devastated to report that the pages (36 and 37) pertaining to your query had been removed. It’s such a shame that the progress of higher academia is constantly thwarted by the political whims of the C.B.E. \n\nIf you wish, I can transcribe the surviving pages and send them to you, but I don't believe there is any mention of cores of any kind in their text.\n                       \n                      Your friend,\n                           Prof. L. Charity","0.95","","","","","","","","","","","","",""
"","","","","","","","","","","cloisterNote-2","Mr. Nogula,\nIf you are reading this, it seems the day has finally come, and the Cloister is at long last getting some much-overdue maintenance. I have left you a literal token of appreciation to serve as positive reinforcement, which should grant you a bit of extra spending money each day while working on the estate. We have learned from our dealings with your predecessor that it is much cheaper in the long run to be generous.","0.9625","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge1","","","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge2","","","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge3","PART ONE\n\n<size=2.5>THE BERRY PICKER FROM ORIS</size>","1","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge4","","","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge5","Despite the hardened circumstances that had led him to this vocation of banditry, Jesper was surprisingly tenderhearted and was often teased by the group for being too kind for such an ignoble life. For this reason, Jesper was assigned the innocent role of berry picker. It was not just innocence that set berry picking apart from the gang's more wicked undertakings, for it was the only duty performed without the safety of night’s concealment.\n   Jesper, no stranger to solitude, did not protest that he alone worked while the others slept soundly, tucked away in the cave at the bottom of Black Bridge canyon.","0.6058823529","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge6","It took over three hours on foot to reach his destination, and along the way, Jesper had passed by many a familiar bush, all priorly pillaged and so bereft of berries that one would have to dedicate several moments in earnest examination before finding a single one. Jesper was patient, but even patience has its limits. He was confident that even accounting for the time lost to this long stretch of travel, his efforts would be well worth the pains.\r\n\r\n   Surveying the patches in this new grove surprised even Jesper. The red dots suspended among the leaves seemed as numerous as stars in the skies. Upon seeing such a bounteous sight, he clutched his berry basket tightly and nearly toppled over out of joy. Once he had regained his senses, Jesper quickly made a decision.\r\n","0.6994818653","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge7","It was only a moment more before the sound’s source revealed itself. Within fifty paces of where Jesper hid, an elegant carriage with gold trim came soaring around a corner of trees, led by two beautiful white horses and conveyed by a stern-looking driver seated atop the vehicle, flaunting the most sophisticated regalia Jesper had ever seen. It was not just any carriage; it was a royal carriage. Even without ever having witnessed such a sight before, Jesper was certain.\r\n\r\n  The sight had so transfixed Jesper that he stood awestruck, unable to tear away as the carriage approached. The little concealment the bush provided was soon proven unequal to the driver’s lofty perch, and upon spotting the boy, he pulled the reins with such effect that the noble steeds slid to a sudden halt with precise control.\r\n","0.7098445596","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge8","bandits melt away when presented with a berry basket. Any suspicions that the driver might have had instantly evaporated, for even the notion of a member of the Unholy Hounds picking berries seemed farcical.\r\n\r\n   The softened expression even made allowances for a smile, “Berries, eh? Say, you couldn’t have picked a better spot for them, could you? I used to pick berries here as a boy!”\r\n\r\n   Jesper took his cue to finally step forward out from behind the bush, proudly brandishing his basket, “I know, and what luck I found them! I have only just begun picking, and look how many I have! It would have taken me four-fold the time back home to procure this number.”\r\n\r\n   The driver bent down for a closer look, “And where is your home, boy? It must be quite far?”","0.5132075472","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge9","Jesper replied with a scripted response, “A little south of Tanner Fork, just past the burnt woods.”\r\n\r\n   “My God. That is far. You couldn’t have come all that way only this morning!”\r\n\r\n   It was true, Tanner Fork was in the exact opposite direction that Jesper had traveled, and while that response would seem perfectly reasonable in a location closer to Black Bridge Canyon, he could see why it might seem less believable here.\r\n\r\n   “Sir, I have traveled much farther for much less profit. I dare say there is no distance yet made by man that would not be worth undertaking for a prize such as these. Surely, you have tasted them for yourself?” Jesper felt happier with this response as it seemed to amplify the man’s smile.\r\n\r\n","0.61352657","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge10","The driver chuckled and removed one glove, bending over the seat to reach down to the basket. And at the moment his fingers touched the first berry, the dagger in turn met his throat, cutting through a superficial layer of skin and drawing blood. Jesper caught the man’s startled eyes, “And for that taste, I will have your purse, sir, in memory of <i>my</i> youth.”\n\n   The driver’s arm had gone stiff, his chin raised and trembling, more frightened than he had ever been before. Whether unable or incapable of speaking, he did not respond to the boy. Perhaps, he did not think his jaw could afford to be engaged at this particular time. Jesper let the basket drop, freeing his other hand to probe the man’s pockets.\r\n\r\n   “Do not mistake me, sir. I will not kill you if you give me no cause. Though I will admit, the thought of taking your carriage and leaving you the <i>indignity</i> of walking appeals to me.”\r\n\r\n","0.5191082803","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge11","","","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge12","He headed over to a nearby rock of sizable dimensions and lifted the stone up carrying it back to the box. If there was ever a time when that lock had been resistant to brute force, it wasn’t recent. With one hit, the stone had completely shattered the rusted lock. He bent back down and opened the lid. Inside was an effigy, a crude figure chiseled from stone.\n\n  Without too much deliberation Jesper bent down and picked it up, somewhat surprised how heavy it seemed given how light the box had felt. Having expected to find something more akin to gold or gems, he looked questioningly to the man hoping to find an explanation.\r\n\r\n   The driver’s smile had once again returned “You are cursed, boy, for <i>deadly</i> is the stone. You have opened that which should never have been opened and you are cursed.”","0.6857142857","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge13","Jesper looked down at the sculpted stone figure, now splattered red. Was it cursed? Was he cursed? He had of course heard stories of curses and had never doubted their validity in the past, but now that he was standing face to face with the possibility of being cursed, his mind pleaded with him to be skeptical.\n\n   And if he was cursed? What difference would the knowledge make? A dozen more paces would not be enough to find another living soul, to say nothing of the chances of procuring a remedy. If he did not move from where he now stood, he could live maybe another three or four days, maybe more given the abundance of nearby berries. A plan that if we ignore its obvious faults, <i>might</i> provide additional opportunities for help to come along. But what good would that do? To be discovered here,","0.5572519084","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge14","beside a body, stolen goods in hand, bloated from berries and raving about a curse that could very well not be real. No, it would most certainly be better to face one’s fate now, take a dozen paces and see if life goes on.\n\n   But Jesper found his legs unable to make that first step. His mind was unable to convince his limb to waste away one twelfth of his life in a single motion. Feeling the desperation sink in, he hopelessly looked about him for a solution. And if –by some stroke of luck the gods had heard his plea, a miracle materialized before him as if he found himself suddenly at the end of a fairytale.\r\n\r","0.6592178771","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge15","He thought about removing the driver’s fancy coat as <size=2.4>that  appeared  to  be  of  some  value,  but  the additional risk of undertaking such a task too great to chance. And so, after a profound breath, he took his second, third, and fourth steps—though they were quite large.\n\n   Seated now behind the horses, he reached for the reins and suddenly realized that he was still gripping the effigy. If the curse was real, then it would most certainly be better left here. If on the other hand, the story was fictitious, there might be some appraisal that could be made of the figure. It was, after all, found within a lockbox, whose typical function oft secures objects of value.  Having  witnessed  first-hand  the  horrors  of","0.7045454545","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge16","PART TWO\n\n<size=2.5>BELOW THE BLACK BRIDGE</size>","1","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge17","iller awoke to some light nudging from a familiar foot. Only one person would have the  cheek to awaken her in such ill-mannered fashion. Shaking the sleep from her eyes, she glared up at him in the darkness, but did not say a word. He nudged her again, teasingly, then stepped back into the dim. \r\n\r\n   After taking a moment for her eyes to adjust to the darkness of the cave, Miller remembered. She was on third watch today. Quietly collecting her things and wits, Miller turned as she left, waving to her young friend, who was more than likely already asleep.\r\n\n   She crept through the cavern’s main passage,","0.6352941176","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge18","Above her in one of the few trees found in the canyon, Miller could see that Ravia was already posted. She waved, and Ravia waved back. Calling out to each other was strictly forbidden. <i>Anything</i> louder than a gesture in the canyon was forbidden. When Miller reached the tree, Ravia lowered a braided rope and pointed to the ground behind her.\r\n\r\n   Miller turned, following the finger, and saw a pail of water resting beside a nearby log. She turned back to Ravia, nodded, and secured the pail to the rope. The pail went up first, and in turn, Miller followed.\r\n\r\n   Ravia reached across to grab the water. Miller leaned back to give her space. There <size=2.69>was not much room for maneuvering in this","0.6577540107","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge19","sound. But Miller appreciated the efforts Ravia took to verbalize the silence of the morning. They had been on third watch together for over a month, and during that speechless time, their friendship had grown into something special. Affection was unsurprisingly scarce among the Unholy Hounds. She had felt camaraderie before, of course, but intimacy, never.\r\n\r\n   From their elevated vantage, the girls could see both the concealed entrance of the cavern as well as a clear view of the bridge that spanned across the canyon. Black Bridge was the link between the gentry lands and the northern mountains, the overpass that connected Oris and Reddington. To the city-faring travelers of the realm, the bridge was an unavoidable crossing. In the day, the task was","0.6294416244","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge20","","","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge21","","","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge22","The moment the horses came into view, Miller let loose her first arrow. She was surprised to see a carriage. She had expected cavalry. Before she even finished processing that thought, her second arrow was in the air. Without a trail, it would be unthinkable for a carriage to traverse such rough terrain, yet she watched as the wheels jolted over the rocky riverbed.\n\n   A third arrow was now in flight, and there would be no need for a fourth. The driver slumped over just moments before the vehicle dipped into a small ditch, slamming into an embankment. The force of this sudden halt immediately shattered the front two wheels and catapulted the driver from his seat. Utterly confused now, Miller quickly glanced","0.5418502203","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge23","The gang’s chieftain, Geoffrey Heartslasher, led the others, cautiously approaching the crashed carriage like a suspicious fox would near a baited trap. There were no words exchanged as the group crept forward in customary silence. A dozen or so paces in front of the wreckage lay the far-flung driver, an arrow protruding from his broken body, and beside him, a blood-stained effigy carved from stone.","0.9558823529","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge24","Miller was inconsolable. Jesper had always been her favorite. He had always shadowed her in the night, clinging to the hems of her every move, the way a child tails behind an older sibling. Tenderhearted, she had always called him, though deep down she had known that wasn’t quite true. His appearance of gentleness concealed a raw, resilient durability that emerged in the most perilous of situations. He had been a flower among the nettles of this cave, but he still had thorns, honed by a grim past and a hundred hands of misfortune.\r\n\r\n   They buried him in the darkness, in the back of one of the larger cavern rooms. He was interred with a berry basket and a silk handkerchief that he had treasured. \n","0.744047619","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge25","Miller awoke the next day to a thunderous shaking and rattling of the earth, a far cry from the playful nudging of the previous day. She strained to adjust her eyes, but the choking sting of stirred-up dust caused her to flinch. Panic was also in the air. The sounds of scurried footsteps and clattering feet filled the space around her. But even in alarm, the silence was louder. What was it that sounded so strange?\r\n\r\n   Miller closed her eyes tight and used her feet to guide her along the passage. The whispers around her were getting louder, and intense voices could be heard ahead. Louder speech than she had ever heard spoken in the canyon. \n\r\n\n","0.537037037","","","","","","","","","","","","",""
"","","","","","","","","","","curseOfBlackbridge26","An hour or so later, the screams began. Bloodcurdling cries of hopeless desperation. Captain Fodric Lee of the Blackguard looked down from the ridge of the canyon to the collapsed entrance of the cave. \n\n   “Ah…” He grinned, “Now they speak.”","1","","","","","","","","","","","","",""
"","","","","","","","","","","dadLetter1","","","","","","","","","","","","","","",""
"","","","","","","","","","","dadLetter2","Hey buddy,\n\nHow's it going up there in that big house? I think most people would be pretty scared being alone for this length of time, but I have a feeling you’re doing just fine. I imagine you happy as a clam, perfectly content on the estate with the exploration and opportunities for adventure that present themselves each day.\n\nAs I’m writing this, you’re currently in the garage packing the tent. I wanted to try to post this letter before we depart tomorrow so that it has a chance to arrive during your first few days on the estate, but with all the preparations, I’m not sure that I'm going to find the time.","0.9268292683","","","","","","","","","","","","",""
"","","","","","","","","","","dadLetter3","There’s so much I want to say, and I’m sure I’ll forget to tell you Friday night. Sometimes it’s easier for me to just jot this stuff down.\n\nYou’re yelling at me right now to come bring you a pillowcase! Hold on a second— I’ll be right back...\n\nI can tell you’re really excited, but I think you might feel a little guilty about being so happy the day after the funeral. Believe me, I know how long Uncle Herbert worked on setting this up for you. And I know from our conversations just how much happiness this final project brought him. So do both of us a favor. Be excited.","0.9652173913","","","","","","","","","","","","",""
"","","","","","","","","","","dadLetter4","\nThe house really is amazing. I know it's been almost seven years since we were last up there, and I’m really curious to hear just how much you remember from those summer trips.\n\nYou’ve always been smarter than me at this kind of thing, so I’m not sure how much guidance or inspiration I can offer before your trip that will actually be useful to you. Despite my best intentions, I’m sure that on Friday, I’ll end up leaving you with a few of my overused cliché expressions when we say farewell.\n\n\n","0.7863247863","","","","","","","","","","","","",""
"","","","","","","","","","","dareLetter1","open only if you","0.8","","","","","","","","","","","","",""
"","","","","","","","","","","dareLetter2","At the start of each day, a new dare will be revealed and added to the above dare list. All four dares on the list must be revealed before entering Room 46.\nIf even a single dare is broken, the challenge will be considered failed.","0.5056179775","","","","","","","","","","","","",""
"","","","","","","","","","","diary1","","","","","","","","","","","","","","",""
"","","","","","","","","","","diary2","","","","","","","","","","","","","","",""
"","","","","","","","","","","diary3","My dear diary,\n   After countless sleepless nights and\nfailed home remedies, my physician has\nurged me to document my sleeping routines\nin the various bedrooms of our estate. It \nis his hope that by tracking the caliber\nand length of my sleep in each room,\ntogether, we may come to a deeper\nunderstanding of my condition and perhaps,\nwith luck, find a more favorable\nenvironment in which I might finally\nfind some amount of rest.","0.9615384615","","","","","","","","","","","","",""
"","","","","","","","","","","diary4","My dear diary,\n   To begin, I thought it best to start with my own room despite already knowing how unsuitable it has been for my sleep of late. Perhaps, it is all the old memories that linger here, as it is impossible not to think of home among so many mementos of my youth. Nonetheless, I find comfort in gazing at the stars before dozing off, and it pains me to consider that if this trial is successful, it may be one of the final occasions that I sleep here.","0.6164383562","","","","","","","","","","","","",""
"","","","","","","","","","","diary5","Dearest diary,\n   Last night, I retired to the guest room\nas I have yet to gain the courage to ask anyone to surrender their room to me, even for a night. This bedroom is a cozy space, normally reserved for guests staying the weekend, however, I found, despite having a choice between two beds, that neither proved to be very comfortable. I must speak with Herbert about this, as our guests deserve, at the very least, as much comfort in their stay as we have.","0.8095238095","","","","","","","","","","","","",""
"","","","","","","","","","","diary6","My dear diary,\n   It was strange to sleep in the childhood room of my late husband. The room was just as I had imagined it from the stories he told me of growing up with an elder brother. Herbert informed me that the room has remained untouched, almost identical to when they both occupied it - To avoid any accidents, I slept in the bottom bunk as climbing ladders is not as easy as it used to be. Despite my exhaustion, my thoughts of Simon kept me up through most of the night.","0.6690647482","","","","","","","","","","","","",""
"","","","","","","","","","","diary7","I could not bring myself to ask Hartley directly if I could borrow his room for my sleep study, the mere thought of it was mortifying. Instead, I decided to Roll the die, as he often puts it and wait for his night off to sneak into his room to nap. The experience of sleeping in a servants room was thrilling, but the fear of getting caught was overwhelming. Every little noise startled me, and I couldnt manage to sleep for more than a few moments, fearing Hartley would return at any time.","0.6549295775","","","","","","","","","","","","",""
"","","","","","","","","","","diary8","My dear diary,\n   I have to confess that I was initially hesitant to spend the night in the Barons room. Its extravagantly showy, with every surface adorned with gold and every piece of furniture so large it seems almost comical. But as I lay down on the enormous bed, I was surprised to find that I felt entirely at ease. Even the absurdly oversized pillows were somehow comfortable, propping me up just right so that I didnt feel any strain on my neck or back. I slept more soundly than I have in weeks, and I woke up feeling genuinely rested for the first time in what feels like forever.","0.7586206897","","","","","","","","","","","","",""
"","","","","","","","","","","diary9","As fate would have it, just as I had begun to make progress in my quest of slumber, a most joyous event has interrupted my progress. My beloved daughter has given birth to a son, and has requested my presence in town to assist her during this exciting but demanding time. \n\nFor now, I shall take my leave of the bedrooms of Mount Holly. But I am certain, dear diary, that one day I shall return.","0.9268292683","","","","","","","","","","","","",""
"","","","","","","","","","","doveLetters2","Dear Mother,\nIf you are reading this, that means Juni made it home safely! I imagine he's going to be quite tired after such a long flight, so make sure he gets some treats and rest. School is going well, though I do miss you terribly. Unfortunately, even though the dean gave me permission to keep my birds here on campus, I'm afraid it's getting a bit too cold for them as the semester marches on, so I've made the decision to send them all home before the winter months arrive. All that to say, expect some more letters soon!\n","0.9259259259","","","","","","","","","","","","",""
"","","","","","","","","","","doveLetters3","Dearest Mother,\n   This should be the fifth letter you've received from me this month. Though I know statistically, it is very unlikely that every single member of my flock has found their way home. And please, please don't tell me if they didn't arrive! It's going to be hard enough now that I am truly on my own. \n     In other news, my classes have been engaging and I am slowly making friends, so please ignore the dramatic despair of my previous letter. Things are indeed looking brighter, but I still maintain that three years is too long a time to be away from home.\n\n","0.9203539823","","","","","","","","","","","","",""
"","","","","","","","","","","doveLetters4","Herbert,\n     Thank you so much for your gift of the \""wedding doves,\"" whom I, of course, recognized immediately. And, yes, I got the hint. So here's your letter. I know it's long, long overdue.\nThe mahew life suits me I think. Not that I didn't love Mount Holly, of course, but after years of being confined in a tiny dormitory, the small place Daniel and I have picked out in Reddington feels more like a stately manor! Once we've finished unpacking and setting everything up, I'll insist on you making an exception to your reclusive lifestyle to come, share a meal and admire our somewhat less impressive but much more personal view of the town.","0.8846153846","","","","","","","","","","","","",""
"","","","","","","","","","","doveLetters5","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol11","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol12","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol13","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol14","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol15","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol16","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol17","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol18","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol19","As we reach the end of this volume of \""Drafting Strategy,\"" we hope you have found valuable insights and colorful inspiration for your next architectural project. From the purples of our dreams to the reds of our fears, we believe that no ambition for an architect is too brave and no design is too colorful. To achieve our goals, we must delve deep into the spectrum, drawing upon all colors and ideas of daring merit.\n\nAt the end of the day, color is just another tool. Some wield it to express their own creativity. Some hoist it up as a display of their own power. Some use it to calculate great sums. But all of us want to find a color we can call our own.","0.9692307692","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol21","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol22","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol23","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol24","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol25","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol26","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol27","I wanted to use this segment to thank all our readers for the wonderful mail and feedback we've received after we sent out our very first issue of Drafting Strategy. It's incredibly rewarding to create something that is appreciated. It's even more rewarding to know that somewhere out there, a young architect is reading our magazine and getting inspired to build something of his own that may one day, in turn, inspire others.\n\n\nWhen I was a child, I vividly remember the experience of reading the memoirs of the court's Grand Architect, Louza T. Reyland. To say it changed me is an understatement. It had a profound effect on the way I view the world and the spaces within it.  We each draft our own dreams as a child- faint sketches on blurry blueprints, illegible to all, especially ourselves. And our purpose?\n\n\nWhy, it is found hidden in the floorplans of our youth.","0.950310559","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol31","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol32","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol33","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol34","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol35","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol36","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol37","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol38","Although with this volume we have provided our readers\nwith many potential strategies and tricks to try, we here at ARCHITECTURAL DIGEST hope that aspiring architects know that there truly is no set blueprint for success. \n\nForging your own path and coming up with your own unique strategies will, in our humble opinion, always provide the best results. Each architect has his own favorite room, each builder his own favorite tool. And thus, each player in turn will develop their own style of play and discover their own secrets and tricks that they can share with the world (or keep to themselves).\n\nWhatever strategy you employ, we wish you best of luck drafting and hope you build the house of your dreams.","0.9682539683","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol41","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol42","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol43","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol44","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol45","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol46","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol51","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol52","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol53","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol54","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol55","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol56","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol57","","","","","","","","","","","","","","",""
"","","","","","","","","","","draftingStrategyVol58","As we conclude this haunting October edition of DRAFTING STRATEGY, we trust that you have unearthed the darker side of architectural design and found inspiration in the morbid realm of death and DEAD END rooms. From the despair of a drafted LAVATORY to the chilling allure of the TOMB, we believe that even the most eerie aspects of our world can spark creative brilliance in the architect's mind.\n\nAs you venture forth into the shadows, remember that there is a certain beauty in the unknown and the macabre. Embrace the challenge of designing spaces that both captivate and unsettle, that provoke contemplation of our own mortality and the secrets that lie beyond.","0.9572649573","","","","","","","","","","","","",""
"","","","","","","","","","","entranceLetter1","open only in the event of my death","0.8888888889","","","","","","","","","","","","",""
"","","","","","","","","","","entranceLetter2","Simon,\nWelcome to Mount Holly.\n\nYou may not remember but I have fond memories of your many visits here as a young boy and I hope these rooms provide you with as much amusement as it did in those lost summer days.\n\nBy the time you read this I will assume you are fully aware of my last wishes and all the details of the bequest. Please do not mistake my intentions in giving you this challenge as a lack of confidence. I assure you, nothing could have been further from my mind when I chose you as my heir.","0.9009009009","","","","","","","","","","","","",""
"","","","","","","","","","","entranceLetter3","With that said, there are a few ground rules of this commission covered in the fine print of my will that I feel I should bring your attention to:\n\n\n\n\n\n\nI don't suspect any of these stipulations should prove an imprediment for someone as resourceful as yourself but it is very important to me that you \""start fresh\"" each morning and not rely on the successes of the previous day.","0.6272727273","","","","","","","","","","","","",""
"","","","","","","","","","","entranceLetter4","One final word of advice.\n\nDo not assume the rooms you find today will be the same rooms you find tomorrow. These grounds have provided me a home for the last half century and even I am uncertain of which room lies beyond any particular door.\n\nYour grandmother used to say, \""Don't go where the path leads. Abandon the path and go where you want it to lead.\""\n","0.7727272727","","","","","","","","","","","","",""
"","","","","","","","","","","examResults-2","EXAM RESULTS","1","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars1","THE   FIXED   STARS\n\n<size=4>CONSTELLATIONS</size>\n\n<size=2>BY\nRICHARD       WITT  </size>\n\n\n\n\n\n\n<size=2>\nFENN   ARIES\nBIRD     &     SONS      PUBLISHING\n1809","0.7777777778","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars2","This book contains a complete star base, a list of constellations and the observed effects that accompany the appearance of each one.\n\nDepending on the <b>number of stars</b> that can be seen in the sky on any given day, different constellations of various sizes may be visible (sometimes more than one on a single day!) \n\nThis book, a solid base for astronomy, will help you easily identify these constellations, impress your friends and discover the joy of stargazing.","0.9873417722","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars3","North Star\n<size=4>     gold","0.75","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars4","The Twins\n<size=3>Two trunks have been\nadded to the Entrance Hall","0.6875","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars5","The Southern Cross\n\n<size=3>Rooms with four doors\n\n\n\nare more common today.","0.6875","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars6","","","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars7","Draxus, the Dead\n<size=3>Dead End rooms are more\ncommon today","0.625","","","","","","","","","","","","",""
"","","","","","","","","","","fixedStars8","<b>Florealis, Bloom of the Sky</b>\n<size=2.8>Green Rooms are more likely to contain\nspecial \""flowers\"" today.","0.625","","","","","","","","","","","","",""
"","","","","","","","","","","freezerLetter1","thaw only in the event of my death","1","","","","","","","","","","","","",""
"","","","","","","","","","","freezerLetter2","Simon,\nI had wished for you to read this letter upon first arriving at Mt. Holly but I couldn't risk the contents of these pages falling into unsympathetic hands.\n\nMy personal freezer should prove quite the safebox, as all of the staff have for many years respected my wishes that it remain shut and untampered. (My favorite snacks were also stored here!)\n \nBut in addition to these delicious treats, it has also for the last 20 years, stored many a cryptic message and ciphered note. This nondescript cooler is in fact, a dubious frozen postbox of chilled secrets.","0.9702970297","","","","","","","","","","","","",""
"","","","","","","","","","","freezerLetter3","Have you heard of the Children of Black Water?\n\nI have no idea how forthcoming your father has been about the details surrounding your mother's final chapter... or the role he thinks I played in that end. I have always denied involvement. To him. To the detectives. To the crown. And now to you as well.\n\nBut can I honestly say I had nothing to do with her disappearance? And yes, I speak of disappearance, not death. For I, too, cling to the hope that our fears are unfounded, and have occasionally, from time to time, caught fragments of information that bolster this belief.","0.8888888889","","","","","","","","","","","","",""
"","","","","","","","","","","freezerLetter4","Fragments of information that have cost me plenty, for our country is never short of opportunists and blackmailers.\n\nStill, as I am now dead, I don't want this knowledge to be buried with me, even if that means passing the burden of these fragments onto you. Even if that information may weigh even heavier on your head than the crown involved.","0.8970588235","","","","","","","","","","","","",""
"","","","","","","","","","","freezerLetter5","Unfortunately, this information is a little too precious to entrust entirely to this freezer as I'm not too confident that the sanctity of my snacks will extend beyond my life! I've always found it best to use multiple baskets when it comes to incriminating eggs; a lesson that I recently learned again when a member of my staff betrayed my confidence.\n \nI have placed eight red envelopes in eight even more secure locations throughout the estate and left a hidden message for you among the art that hangs in almost every room in this house. This message is the key to unlocking these secrets, but you must be open in your interpretation, as the message itself harbors multiple double meanings and hidden entendres.","0.9461538462","","","","","","","","","","","","",""
"","","","","","","","","","","freezerLetter6","One final word of guidance: the safe combinations you are seeking will not be found in writing on the estate. So, I hope you haven't been wasting too much time jotting down random invoice numbers and dates! Only by deciphering the many meanings of the forty-four character message, can you hope to unlock its many mysteries.","0.7887323944","","","","","","","","","","","","",""
